Date,Open,High,Low,Close,Adj_Close,Volume,VWAP,Returns_Pct,Log_Returns,Dollar_Change,Intraday_Range,Intraday_Range_Pct,Predicted
2006-07-24,11.1718,11.1718,11.0497,11.1452,11.1452,36677,11.1222,-0.3538,-0.003545,-0.0396,0.122,1.1045,
2006-07-25,11.4314,11.5483,11.4314,11.4957,11.4957,75905,11.4918,3.1439,0.030955,0.3504,0.1169,1.023,
2006-07-26,11.5914,11.6703,11.5914,11.6366,11.6366,52740,11.6328,1.2262,0.012188,0.141,0.0789,0.6807,
2006-07-27,11.4982,11.4982,11.3534,11.4747,11.4747,33710,11.4421,-1.3913,-0.014011,-0.1619,0.1448,1.2755,
2006-07-28,11.1577,11.1577,11.1056,11.1262,11.1262,51040,11.1298,-3.037,-0.030841,-0.3485,0.0522,0.4696,
2006-07-31,11.2267,11.2667,11.2267,11.2554,11.2554,50992,11.2496,1.1613,0.011546,0.1292,0.04,0.356,
2006-08-01,11.174,11.174,10.9211,11.0276,11.0276,43506,11.0409,-2.024,-0.020447,-0.2278,0.2528,2.3151,
2006-08-02,11.0477,11.1686,11.0477,11.0513,11.0513,24335,11.0892,0.2144,0.002141,0.0236,0.1209,1.0941,
2006-08-03,10.8112,10.8112,10.7866,10.7881,10.7881,77226,10.7953,-2.3814,-0.024102,-0.2632,0.0246,0.2278,
2006-08-04,10.5198,10.5198,10.4265,10.4869,10.4869,40771,10.4778,-2.7916,-0.028313,-0.3012,0.0933,0.8946,
2006-08-07,10.7753,10.9433,10.7753,10.8413,10.8413,78432,10.8533,3.3795,0.033236,0.3544,0.168,1.5595,
2006-08-08,10.8734,10.9001,10.8185,10.8606,10.8606,51773,10.8597,0.1775,0.001773,0.0192,0.0815,0.7536,
2006-08-09,10.8592,10.8592,10.7915,10.8274,10.8274,56655,10.826,-0.3059,-0.003063,-0.0332,0.0677,0.6273,
2006-08-10,10.5468,10.5468,10.3214,10.4179,10.4179,76970,10.4287,-3.7816,-0.038549,-0.4094,0.2253,2.1831,
2006-08-11,10.3705,10.3705,10.3032,10.3067,10.3067,38955,10.3268,-1.0675,-0.010733,-0.1112,0.0673,0.6528,
2006-08-14,10.2699,10.3668,10.2699,10.3177,10.3177,51379,10.3181,0.1065,0.001065,0.011,0.0969,0.9436,
2006-08-15,10.2205,10.2205,10.1959,10.2103,10.2103,56379,10.2089,-1.0411,-0.010466,-0.1074,0.0246,0.2412,
2006-08-16,10.4582,10.5278,10.4582,10.5173,10.5173,68371,10.5011,3.0069,0.029626,0.307,0.0696,0.6654,
2006-08-17,10.6596,10.6961,10.6596,10.6771,10.6771,41474,10.6776,1.5199,0.015084,0.1599,0.0364,0.3417,
2006-08-18,10.8478,11.1207,10.8478,10.8566,10.8566,59315,10.9417,1.6808,0.016669,0.1795,0.2729,2.5159,
2006-08-21,10.972,10.9984,10.9142,10.966,10.966,65084,10.9595,1.0082,0.010032,0.1095,0.0842,0.7711,
2006-08-22,10.9704,11.1149,10.8328,11.0612,11.0612,27061,11.003,0.868,0.008643,0.0952,0.2821,2.6039,
2006-08-23,11.1056,11.4549,11.1056,11.2189,11.2189,41147,11.2598,1.425,0.01415,0.1576,0.3493,3.145,
2006-08-24,11.1685,11.2692,11.1327,11.1844,11.1844,38839,11.1954,-0.3068,-0.003072,-0.0344,0.1365,1.2261,
2006-08-25,11.2233,11.3954,11.1584,11.1683,11.1683,25551,11.2407,-0.1447,-0.001448,-0.0162,0.2371,2.1247,
2006-08-28,11.2949,11.36,11.2949,11.312,11.312,39478,11.3223,1.2875,0.012793,0.1438,0.0651,0.5762,
2006-08-29,11.1762,11.1762,11.0646,11.1599,11.1599,46486,11.1336,-1.3451,-0.013543,-0.1522,0.1116,1.0085,
2006-08-30,11.5051,11.6854,11.5051,11.5986,11.5986,78981,11.5964,3.9314,0.038561,0.4387,0.1803,1.5671,
2006-08-31,11.6441,11.6571,11.6441,11.6454,11.6454,57931,11.6489,0.4033,0.004025,0.0468,0.0129,0.1112,
2006-09-01,11.7759,11.8235,11.7759,11.8047,11.8047,59384,11.8014,1.368,0.013587,0.1593,0.0476,0.4044,
2006-09-04,11.8615,11.8615,11.6937,11.7771,11.7771,23348,11.7775,-0.2335,-0.002338,-0.0276,0.1678,1.4349,
2006-09-05,11.548,11.548,11.4901,11.5038,11.5038,52895,11.514,-2.3213,-0.023487,-0.2734,0.0579,0.5035,
2006-09-06,11.4474,11.585,11.4474,11.498,11.498,28477,11.5101,-0.0498,-0.000499,-0.0057,0.1376,1.2021,
2006-09-07,11.5509,11.5509,11.5344,11.5394,11.5394,52235,11.5416,0.3595,0.003589,0.0413,0.0165,0.1428,
2006-09-08,11.4166,11.4166,11.3954,11.3977,11.3977,58964,11.4032,-1.2277,-0.012353,-0.1417,0.0212,0.186,
2006-09-11,11.6577,11.8039,11.6577,11.688,11.688,39331,11.7165,2.5472,0.025153,0.2903,0.1462,1.254,
2006-09-12,11.5318,11.5318,11.5014,11.5155,11.5155,49617,11.5162,-1.476,-0.01487,-0.1725,0.0305,0.2648,
2006-09-13,11.2154,11.2154,11.1682,11.1854,11.1854,50172,11.1897,-2.867,-0.029089,-0.3301,0.0472,0.4225,
2006-09-14,10.7969,10.7969,10.7837,10.7861,10.7861,56177,10.7889,-3.5697,-0.03635,-0.3993,0.0131,0.1216,
2006-09-15,10.7101,10.7101,10.5717,10.6717,10.6717,37737,10.6512,-1.0604,-0.01066,-0.1144,0.1384,1.3089,
2006-09-18,10.6402,10.7094,10.6402,10.6876,10.6876,28573,10.6791,0.1493,0.001492,0.0159,0.0692,0.6508,
2006-09-19,10.828,10.8971,10.828,10.862,10.862,44002,10.8623,1.6312,0.016181,0.1743,0.0691,0.6385,
2006-09-20,10.8767,10.8767,10.8509,10.8658,10.8658,52946,10.8644,0.0351,0.000351,0.0038,0.0258,0.2377,
2006-09-21,11.0586,11.0767,11.0586,11.0649,11.0649,46814,11.0667,1.8326,0.01816,0.1991,0.0181,0.164,
2006-09-22,11.1142,11.2064,11.1142,11.1314,11.1314,58832,11.1507,0.6004,0.005987,0.0664,0.0922,0.8296,
2006-09-25,11.5108,11.532,11.5108,11.5169,11.5169,39612,11.5199,3.4637,0.034051,0.3856,0.0212,0.1841,
2006-09-26,12.0088,12.0406,12.0088,12.0224,12.0224,60541,12.0239,4.3895,0.042959,0.5055,0.0318,0.2651,
2006-09-27,12.0647,12.0647,12.0365,12.0367,12.0367,26943,12.046,0.119,0.001189,0.0143,0.0281,0.2337,
2006-09-28,12.0336,12.2274,11.975,12.1061,12.1061,27503,12.1028,0.5763,0.005747,0.0694,0.2525,2.1085,
2006-09-29,12.1943,12.2356,12.1943,12.1977,12.1977,57387,12.2092,0.7563,0.007535,0.0916,0.0413,0.3386,
2006-10-02,12.1089,12.1089,12.0495,12.0968,12.0968,37988,12.085,-0.8272,-0.008306,-0.1009,0.0594,0.4931,
2006-10-03,12.3449,12.4227,12.3449,12.3779,12.3779,42404,12.3818,2.3241,0.022975,0.2811,0.0778,0.6305,
2006-10-04,12.4351,12.4351,12.326,12.3428,12.3428,43203,12.368,-0.284,-0.002844,-0.0352,0.1092,0.8856,
2006-10-05,12.5314,12.6978,12.5314,12.6583,12.6583,34416,12.6292,2.5564,0.025243,0.3155,0.1663,1.3273,
2006-10-06,12.4291,12.4291,12.4154,12.4167,12.4167,75546,12.4204,-1.9088,-0.019273,-0.2416,0.0137,0.1106,
2006-10-09,12.475,12.5314,12.4711,12.5113,12.5113,50254,12.5046,0.7624,0.007595,0.0947,0.0603,0.4834,
2006-10-10,12.3545,12.3545,12.2919,12.3002,12.3002,51507,12.3156,-1.6874,-0.017018,-0.2111,0.0626,0.5092,
2006-10-11,12.686,12.6987,12.686,12.686,12.686,75307,12.6903,3.1366,0.030884,0.3858,0.0127,0.1001,
2006-10-12,12.5342,12.5342,12.504,12.5217,12.5217,34265,12.52,-1.2953,-0.013038,-0.1643,0.0302,0.2415,
2006-10-13,12.7001,12.7561,12.7001,12.704,12.704,58347,12.7201,1.4557,0.014452,0.1823,0.0561,0.4416,
2006-10-16,12.6717,12.8234,12.6702,12.7051,12.7051,45884,12.7329,0.0086,8.6e-05,0.0011,0.1532,1.2091,
2006-10-17,12.5569,12.5569,12.465,12.5291,12.5291,32818,12.517,-1.3855,-0.013952,-0.176,0.0919,0.7371,
2006-10-18,12.467,12.467,12.4116,12.4546,12.4546,41144,12.4444,-0.5946,-0.005963,-0.0745,0.0554,0.4466,
2006-10-19,12.3284,12.3284,12.3044,12.3161,12.3161,59827,12.3163,-1.1117,-0.011179,-0.1385,0.024,0.1954,
2006-10-20,11.9618,11.9618,11.9469,11.9499,11.9499,51027,11.9529,-2.9736,-0.030187,-0.3662,0.0149,0.1248,
2006-10-23,12.044,12.2552,12.044,12.1832,12.1832,48077,12.1608,1.9526,0.019338,0.2333,0.2112,1.7537,
2006-10-24,12.1153,12.1415,12.1153,12.1187,12.1187,43681,12.1252,-0.53,-0.005314,-0.0646,0.0262,0.2164,
2006-10-25,11.9126,11.9126,11.8993,11.9007,11.9007,62794,11.9042,-1.7988,-0.018152,-0.218,0.0133,0.1115,
2006-10-26,11.9763,12.0462,11.9763,11.9856,11.9856,31090,12.0027,0.7138,0.007113,0.0849,0.0699,0.5837,
2006-10-27,12.0214,12.2259,11.9665,12.0128,12.0128,47371,12.0684,0.2273,0.00227,0.0272,0.2593,2.1673,
2006-10-30,11.8544,11.8544,11.8314,11.838,11.838,52703,11.8412,-1.4556,-0.014663,-0.1749,0.023,0.1944,
2006-10-31,12.0104,12.0442,12.0104,12.0219,12.0219,64921,12.0255,1.5536,0.015417,0.1839,0.0338,0.2814,
2006-11-01,12.1304,12.2655,12.1304,12.2294,12.2294,54096,12.2085,1.7258,0.017111,0.2075,0.1351,1.1137,
2006-11-02,12.3179,12.3459,12.3179,12.3336,12.3336,36894,12.3325,0.8519,0.008483,0.1042,0.028,0.2274,
2006-11-03,12.3391,12.3441,12.2844,12.3302,12.3302,48169,12.3196,-0.0274,-0.000274,-0.0034,0.0597,0.486,
2006-11-06,12.1613,12.1613,12.1018,12.1386,12.1386,58277,12.1339,-1.5538,-0.01566,-0.1916,0.0595,0.492,
2006-11-07,12.0321,12.0321,11.9976,12.0201,12.0201,32366,12.0166,-0.9765,-0.009813,-0.1185,0.0345,0.2874,
2006-11-08,12.1721,12.3886,12.1721,12.248,12.248,33015,12.2695,1.8961,0.018784,0.2279,0.2164,1.7782,
2006-11-09,12.0329,12.0329,12.0163,12.0209,12.0209,56002,12.0234,-1.8541,-0.018715,-0.2271,0.0166,0.1382,
2006-11-10,12.0292,12.0743,11.9915,12.0373,12.0373,40665,12.0344,0.1369,0.001368,0.0165,0.0827,0.6899,
2006-11-13,11.6534,11.6534,11.5531,11.6138,11.6138,78181,11.6068,-3.5187,-0.035821,-0.4236,0.1003,0.8682,
2006-11-14,11.565,11.565,11.4235,11.5111,11.5111,52986,11.4998,-0.8844,-0.008883,-0.1027,0.1415,1.2388,
2006-11-15,11.349,11.349,11.3327,11.3377,11.3377,57921,11.3398,-1.5062,-0.015177,-0.1734,0.0164,0.1443,
2006-11-16,11.5255,11.5593,11.5255,11.5477,11.5477,73298,11.5442,1.8526,0.018356,0.21,0.0338,0.2929,
2006-11-17,11.4818,11.4959,11.4799,11.4844,11.4844,24841,11.4868,-0.5482,-0.005497,-0.0633,0.016,0.1391,
2006-11-20,11.6042,11.6221,11.6042,11.6105,11.6105,64497,11.6123,1.0975,0.010915,0.126,0.0179,0.154,
2006-11-21,11.612,11.612,11.587,11.6004,11.6004,31157,11.5998,-0.0867,-0.000867,-0.0101,0.025,0.2156,
2006-11-22,11.5984,11.9833,11.5984,11.7215,11.7215,64168,11.7677,1.0435,0.010381,0.1211,0.3849,3.3185,
2006-11-23,12.0497,12.0619,12.0497,12.0499,12.0499,76593,12.0538,2.8017,0.027632,0.3284,0.0122,0.1011,
2006-11-24,11.8265,11.8265,11.8067,11.8147,11.8147,64951,11.816,-1.9518,-0.019711,-0.2352,0.0198,0.1673,
2006-11-27,11.894,11.97,11.894,11.9211,11.9211,28647,11.9283,0.9004,0.008964,0.1064,0.076,0.6393,
2006-11-28,12.0013,12.1083,12.0013,12.0522,12.0522,52028,12.0539,1.1001,0.01094,0.1311,0.107,0.8915,
2006-11-29,12.4743,12.4979,12.4743,12.4854,12.4854,71751,12.4859,3.5947,0.035316,0.4332,0.0236,0.1895,
2006-11-30,12.0578,12.0578,11.9412,12.0223,12.0223,87258,12.0071,-3.7091,-0.037797,-0.4631,0.1166,0.9761,
2006-12-01,12.019,12.0203,11.9818,12.0073,12.0073,37889,12.0031,-0.1251,-0.001251,-0.015,0.0385,0.3214,
2006-12-04,11.9533,11.9533,11.9364,11.9413,11.9413,52239,11.9437,-0.5492,-0.005508,-0.0659,0.0169,0.1413,
2006-12-05,11.9714,11.9881,11.9714,11.9762,11.9762,48033,11.9786,0.2916,0.002912,0.0348,0.0167,0.1397,
2006-12-06,12.2099,12.2708,12.2099,12.2354,12.2354,66620,12.2387,2.1644,0.021413,0.2592,0.0609,0.4991,
2006-12-07,12.3333,12.5279,12.3333,12.3682,12.3682,42198,12.4098,1.0854,0.010795,0.1328,0.1946,1.5779,
2006-12-08,12.3145,12.3145,12.2256,12.2298,12.2298,53343,12.2566,-1.1189,-0.011252,-0.1384,0.0889,0.727,
2006-12-11,12.348,12.376,12.348,12.3637,12.3637,34285,12.3626,1.0946,0.010887,0.1339,0.0281,0.2273,
2006-12-12,12.487,12.5205,12.487,12.4913,12.4913,62278,12.4996,1.032,0.010268,0.1276,0.0335,0.2683,
2006-12-13,12.5395,12.5987,12.5395,12.5836,12.5836,38818,12.574,0.7395,0.007368,0.0924,0.0592,0.4719,
2006-12-14,12.539,12.6554,12.539,12.609,12.609,24368,12.6012,0.2019,0.002017,0.0254,0.1164,0.9285,
2006-12-15,12.7174,12.7741,12.7174,12.7285,12.7285,58525,12.74,0.9473,0.009428,0.1194,0.0567,0.4456,
2006-12-18,12.5411,12.5411,12.5229,12.5286,12.5286,65485,12.5309,-1.5703,-0.015828,-0.1999,0.0182,0.1454,
2006-12-19,12.5384,12.5763,12.5384,12.5638,12.5638,27501,12.5595,0.2807,0.002803,0.0352,0.0379,0.3026,
2006-12-20,12.5973,12.5973,12.5589,12.5824,12.5824,35622,12.5795,0.1482,0.00148,0.0186,0.0385,0.3064,
2006-12-21,12.4812,12.4812,12.348,12.3717,12.3717,29986,12.4003,-1.6747,-0.016889,-0.2107,0.1332,1.0785,
2006-12-22,12.0839,12.0839,12.0414,12.058,12.058,79280,12.0611,-2.5351,-0.025678,-0.3136,0.0425,0.3525,
2006-12-25,12.008,12.008,11.9807,11.996,11.996,45637,11.9949,-0.5144,-0.005158,-0.062,0.0273,0.2283,
2006-12-26,11.8256,11.8256,11.7715,11.798,11.798,46058,11.7984,-1.6505,-0.016642,-0.198,0.0541,0.4598,
2006-12-27,11.7379,11.7379,11.4221,11.6603,11.6603,64388,11.6068,-1.1677,-0.011745,-0.1378,0.3158,2.7645,
2006-12-28,11.4579,11.4579,11.4183,11.4464,11.4464,48581,11.4409,-1.8338,-0.018508,-0.2138,0.0396,0.3469,
2006-12-29,11.7145,11.7591,11.7145,11.7299,11.7299,43080,11.7345,2.4769,0.024467,0.2835,0.0446,0.3805,
2007-01-01,11.6903,11.6903,11.5811,11.6556,11.6556,64331,11.6423,-0.634,-0.00636,-0.0744,0.1092,0.9431,
2007-01-02,11.8489,11.8821,11.8489,11.8703,11.8703,32060,11.8671,1.8419,0.018251,0.2147,0.0332,0.2803,
2007-01-03,11.922,12.089,11.922,11.9341,11.9341,35098,11.9817,0.5378,0.005364,0.0638,0.167,1.4009,
2007-01-04,11.9668,12.0021,11.9423,11.9901,11.9901,43921,11.9782,0.469,0.004679,0.056,0.0597,0.5001,
2007-01-05,11.8891,11.8891,11.8168,11.845,11.845,68854,11.8503,-1.2098,-0.012172,-0.1451,0.0724,0.6125,
2007-01-08,11.7352,11.7352,11.4818,11.6794,11.6794,64214,11.6321,-1.3981,-0.014079,-0.1656,0.2534,2.2068,
2007-01-09,11.6517,11.888,11.6517,11.7785,11.7785,57354,11.7727,0.8482,0.008446,0.0991,0.2363,2.0277,
2007-01-10,11.6582,11.6582,11.6065,11.6234,11.6234,39395,11.6294,-1.3171,-0.013258,-0.1551,0.0517,0.4453,
2007-01-11,11.4866,11.4866,11.3251,11.3841,11.3841,73821,11.3986,-2.0581,-0.020796,-0.2392,0.1615,1.4262,
2007-01-12,11.2599,11.2599,11.1115,11.1669,11.1669,42577,11.1794,-1.9087,-0.019272,-0.2173,0.1484,1.3356,
2007-01-15,11.2821,11.3392,11.2821,11.3178,11.3178,42431,11.3131,1.3516,0.013426,0.1509,0.0571,0.5061,
2007-01-16,11.287,11.287,11.0325,11.0788,11.0788,67343,11.1328,-2.1113,-0.021339,-0.2389,0.2545,2.3068,
2007-01-17,11.1371,11.2282,11.1371,11.1897,11.1897,32356,11.185,1.0011,0.009961,0.1109,0.091,0.8173,
2007-01-18,11.4703,11.5637,11.4703,11.477,11.477,59566,11.5037,2.567,0.025346,0.2872,0.0934,0.8141,
2007-01-19,11.4678,11.4678,11.1729,11.4277,11.4277,36955,11.3562,-0.4293,-0.004302,-0.0493,0.2949,2.6396,
2007-01-22,11.3752,11.6024,11.3445,11.456,11.456,42005,11.4676,0.2479,0.002476,0.0283,0.2579,2.2736,
2007-01-23,11.5315,11.6095,11.5074,11.5606,11.5606,68377,11.5591,0.9126,0.009085,0.1045,0.1021,0.8874,
2007-01-24,11.4116,11.4116,11.3931,11.4002,11.4002,56358,11.4016,-1.3877,-0.013974,-0.1604,0.0185,0.1624,
2007-01-25,11.8471,11.9305,11.8471,11.8539,11.8539,45087,11.8771,3.9801,0.03903,0.4537,0.0834,0.7038,
2007-01-26,11.8994,11.8994,11.8615,11.8638,11.8638,32794,11.8749,0.0833,0.000833,0.0099,0.0379,0.3197,
2007-01-29,11.7093,11.7093,11.6693,11.6863,11.6863,38553,11.6883,-1.4963,-0.015076,-0.1775,0.04,0.3428,
2007-01-30,11.6843,11.7098,11.6843,11.6981,11.6981,25183,11.6974,0.101,0.00101,0.0118,0.0255,0.2178,
2007-01-31,11.6337,11.6337,11.6205,11.622,11.622,55267,11.6254,-0.6498,-0.00652,-0.076,0.0131,0.113,
2007-02-01,11.5361,11.5361,11.3617,11.5125,11.5125,62249,11.4701,-0.9424,-0.009469,-0.1095,0.1744,1.5347,
2007-02-02,11.4947,11.4947,11.3466,11.4116,11.4116,30657,11.4176,-0.8762,-0.008801,-0.1009,0.1481,1.3055,
2007-02-05,11.4178,11.4178,11.371,11.377,11.377,61316,11.3886,-0.3035,-0.00304,-0.0346,0.0468,0.4116,
2007-02-06,11.3174,11.4445,11.2878,11.2885,11.2885,27948,11.3403,-0.7779,-0.007809,-0.0885,0.1566,1.3877,
2007-02-07,11.4583,11.5077,11.4583,11.4873,11.4873,37169,11.4844,1.7614,0.017461,0.1988,0.0494,0.4308,
2007-02-08,11.3573,11.3573,11.335,11.3428,11.3428,66814,11.345,-1.2579,-0.012659,-0.1445,0.0223,0.1969,
2007-02-09,11.3469,11.5079,11.3021,11.4055,11.4055,55093,11.4051,0.5521,0.005506,0.0626,0.2058,1.8212,
2007-02-12,11.2437,11.2437,11.2259,11.2324,11.2324,72120,11.234,-1.517,-0.015287,-0.173,0.0177,0.158,
2007-02-13,11.2084,11.2251,11.2084,11.2139,11.2139,33858,11.2158,-0.1655,-0.001656,-0.0186,0.0166,0.1485,
2007-02-14,11.2743,11.5725,11.2743,11.3208,11.3208,28616,11.3892,0.9533,0.009488,0.1069,0.2982,2.6449,
2007-02-15,11.3479,11.3479,11.3011,11.3365,11.3365,46953,11.3285,0.1393,0.001392,0.0158,0.0468,0.4141,
2007-02-16,11.1736,11.1736,11.14,11.1447,11.1447,47318,11.1528,-1.6919,-0.017064,-0.1918,0.0337,0.3023,
2007-02-19,11.1658,11.1751,11.0513,11.0756,11.0756,52858,11.1007,-0.6206,-0.006225,-0.0692,0.1238,1.1204,
2007-02-20,11.4303,11.4427,11.4303,11.4313,11.4313,74829,11.4348,3.2119,0.031614,0.3557,0.0125,0.1091,
2007-02-21,11.3207,11.3207,11.2331,11.3019,11.3019,42271,11.2852,-1.132,-0.011384,-0.1294,0.0876,0.7797,
2007-02-22,11.4722,11.4872,11.4722,11.4757,11.4757,46735,11.4784,1.5378,0.015261,0.1738,0.0149,0.1302,
2007-02-23,11.1516,11.1516,10.8617,10.8991,10.8991,63433,10.9708,-5.0247,-0.051553,-0.5766,0.2899,2.669,
2007-02-26,10.8334,10.8931,10.8334,10.8822,10.8822,27633,10.8696,-0.1548,-0.001549,-0.0169,0.0597,0.5509,
2007-02-27,11.0083,11.1861,11.0083,11.0656,11.0656,65759,11.0867,1.6857,0.016716,0.1834,0.1779,1.6157,
2007-02-28,11.413,11.4493,11.413,11.4135,11.4135,72372,11.4253,3.1439,0.030955,0.3479,0.0362,0.3176,
2007-03-01,11.4792,11.4792,11.2991,11.3781,11.3781,36697,11.3855,-0.3102,-0.003107,-0.0354,0.1801,1.5942,
2007-03-02,11.3267,11.3559,11.2891,11.3405,11.3405,42308,11.3285,-0.3307,-0.003313,-0.0376,0.0668,0.5918,
2007-03-05,11.4724,11.5316,11.4724,11.4926,11.4926,44544,11.4988,1.3408,0.013319,0.1521,0.0592,0.516,
2007-03-06,11.7487,11.797,11.7487,11.7852,11.7852,69914,11.7769,2.5463,0.025144,0.2926,0.0483,0.4113,
2007-03-07,12.0233,12.0485,12.0233,12.0365,12.0365,83393,12.0361,2.1323,0.021099,0.2513,0.0252,0.2098,
2007-03-08,12.2105,12.3925,12.2105,12.2956,12.2956,46023,12.2995,2.1526,0.021297,0.2591,0.182,1.4905,
2007-03-09,12.1191,12.1191,12.0708,12.0897,12.0897,61883,12.0932,-1.6743,-0.016885,-0.2059,0.0483,0.3998,
2007-03-12,11.7551,11.7551,11.6175,11.6661,11.6661,61831,11.6796,-3.504,-0.035669,-0.4236,0.1376,1.1845,
2007-03-13,11.7696,11.866,11.7696,11.798,11.798,67185,11.8112,1.1306,0.011243,0.1319,0.0964,0.8193,
2007-03-14,11.9918,12.0167,11.9918,11.9927,11.9927,77329,12.0004,1.6504,0.016369,0.1947,0.025,0.2083,
2007-03-15,12.1906,12.2866,12.1906,12.1908,12.1908,74093,12.2227,1.6514,0.016379,0.198,0.096,0.7871,
2007-03-16,12.1383,12.1383,12.0902,12.0954,12.0954,28372,12.108,-0.7822,-0.007853,-0.0954,0.0482,0.3986,
2007-03-19,12.1522,12.198,11.9212,11.9287,11.9287,41491,12.016,-1.3779,-0.013875,-0.1667,0.2768,2.3223,
2007-03-20,12.0545,12.0686,12.0545,12.0565,12.0565,51179,12.0599,1.0712,0.010655,0.1278,0.014,0.1163,
2007-03-21,12.3199,12.3431,12.3199,12.3308,12.3308,73306,12.3313,2.2749,0.022494,0.2743,0.0232,0.1883,
2007-03-22,12.478,12.696,12.478,12.597,12.597,55043,12.5903,2.159,0.02136,0.2662,0.218,1.747,
2007-03-23,12.6412,12.7127,12.6412,12.7,12.7,34127,12.6846,0.8178,0.008145,0.103,0.0715,0.5658,
2007-03-26,12.6275,12.6275,12.5042,12.5982,12.5982,35709,12.5766,-0.8019,-0.008051,-0.1018,0.1233,0.9861,
2007-03-27,12.813,13.0047,12.813,12.8771,12.8771,46927,12.8983,2.2139,0.021898,0.2789,0.1916,1.4957,
2007-03-28,12.8816,12.9162,12.8816,12.8905,12.8905,44246,12.8961,0.104,0.00104,0.0134,0.0347,0.2691,
2007-03-29,12.6057,12.6057,12.5191,12.5687,12.5687,54170,12.5645,-2.4963,-0.02528,-0.3218,0.0865,0.6911,
2007-03-30,12.7581,12.912,12.7581,12.7964,12.7964,54607,12.8222,1.8119,0.017957,0.2277,0.154,1.2071,
2007-04-02,12.6369,12.6369,12.5865,12.6243,12.6243,46812,12.6159,-1.3455,-0.013546,-0.1722,0.0504,0.4004,
2007-04-03,12.7841,12.7995,12.7841,12.7867,12.7867,55203,12.7901,1.2865,0.012783,0.1624,0.0153,0.1199,
2007-04-04,12.713,12.7848,12.3445,12.7721,12.7721,30052,12.6338,-0.1142,-0.001143,-0.0146,0.4403,3.567,
2007-04-05,12.9438,12.9706,12.9438,12.9577,12.9577,47161,12.9574,1.4533,0.014429,0.1856,0.0268,0.2071,
2007-04-06,13.0619,13.1805,13.0619,13.1381,13.1381,30553,13.1268,1.3921,0.013825,0.1804,0.1185,0.9074,
2007-04-09,13.5656,13.607,13.5656,13.5848,13.5848,55727,13.5858,3.4006,0.03344,0.4468,0.0414,0.3051,
2007-04-10,13.5304,13.7263,13.5304,13.6439,13.6439,60008,13.6335,0.4345,0.004335,0.059,0.1959,1.4477,
2007-04-11,13.7401,13.9093,13.7401,13.7627,13.7627,36888,13.804,0.871,0.008672,0.1188,0.1692,1.2315,
2007-04-12,13.815,13.8936,13.815,13.8484,13.8484,48156,13.8523,0.6231,0.006211,0.0858,0.0786,0.5692,
2007-04-13,13.7166,13.9558,13.6458,13.9057,13.9057,27462,13.8358,0.4136,0.004128,0.0573,0.31,2.2718,
2007-04-16,13.7209,13.7209,13.6637,13.7072,13.7072,41141,13.6973,-1.4278,-0.014381,-0.1985,0.0572,0.4185,
2007-04-17,13.39,13.39,13.3091,13.3547,13.3547,64771,13.3513,-2.5713,-0.02605,-0.3525,0.0809,0.6076,
2007-04-18,13.467,13.4899,13.467,13.4764,13.4764,30191,13.4778,0.9115,0.009074,0.1217,0.023,0.1705,
2007-04-19,13.3154,13.3154,13.2797,13.2949,13.2949,53630,13.2966,-1.3474,-0.013565,-0.1816,0.0357,0.269,
2007-04-20,13.3155,13.3603,13.293,13.3285,13.3285,31865,13.3273,0.2533,0.00253,0.0337,0.0674,0.5069,
2007-04-23,13.3355,13.4005,13.3138,13.3871,13.3871,47666,13.3671,0.4392,0.004382,0.0585,0.0866,0.6507,
2007-04-24,13.4283,13.4938,13.4166,13.4524,13.4524,49351,13.4542,0.4877,0.004865,0.0653,0.0772,0.5753,
2007-04-25,13.8526,13.8665,13.8526,13.8527,13.8527,64906,13.8572,2.9756,0.029322,0.4003,0.014,0.1007,
2007-04-26,13.9403,14.1904,13.9403,13.9609,13.9609,37161,14.0305,0.7811,0.00778,0.1082,0.2501,1.7939,
2007-04-27,14.4072,14.4377,14.4072,14.4144,14.4144,95188,14.4198,3.2484,0.031968,0.4535,0.0305,0.212,
2007-04-30,14.5688,14.6972,14.5688,14.6565,14.6565,34334,14.6408,1.6796,0.016657,0.2421,0.1285,0.8817,
2007-05-01,14.6206,14.6629,14.5686,14.6376,14.6376,46967,14.623,-0.1286,-0.001287,-0.0188,0.0943,0.6474,
2007-05-02,14.4424,14.4424,14.4048,14.4279,14.4279,44555,14.425,-1.4326,-0.014429,-0.2097,0.0376,0.2607,
2007-05-03,14.6675,14.7001,14.6675,14.6854,14.6854,58948,14.6843,1.7847,0.017689,0.2575,0.0326,0.2226,
2007-05-04,14.7385,14.7385,14.6458,14.7238,14.7238,30426,14.7027,0.2613,0.002609,0.0384,0.0927,0.6331,
2007-05-07,14.5693,14.5693,14.1359,14.3831,14.3831,74266,14.3628,-2.3141,-0.023413,-0.3407,0.4335,3.0664,
2007-05-08,14.3698,14.6728,14.1991,14.2706,14.2706,40605,14.3808,-0.782,-0.00785,-0.1125,0.4737,3.3363,
2007-05-09,14.2939,14.4898,14.2793,14.3703,14.3703,42414,14.3798,0.6989,0.006964,0.0997,0.2105,1.474,
2007-05-10,14.1118,14.1118,13.8405,13.9511,13.9511,91242,13.9678,-2.9173,-0.029607,-0.4192,0.2713,1.96,
